name,population ,pcode,Weeks,cas,Cumulative_cases,Incidence,TA
Bokakata,10480,C026,48,0,42,0,0.4
Ekoto,6353,C002,48,5,65,79,1.02
Bokolongo,6866,C006,48,4,14,58,0.2
Bokele,7685,C010,48,5,12,65,0.16
Balangala,14589,C005,48,0,8,0,0.05
Ndeke,8332,C016,48,13,61,156,0.73
Ilodge(Ifomi),10468,C004,48,0,41,0,0.39
Nsongo nkoy,8266,C018,48,26,52,315,0.63
Boyela,12246,C014,48,0,57,0,0.47
Lofoma (pilote),6346,C008,48,20,26,315,0.41
Loanga,6137,C001,48,6,40,98,0.65
Bolimi toenga,7777,C013,48,0,2,0,0.03
Lifumba,10923,C009,48,1,2,9,0.02
Monzonzo,7350,C007,48,1,1,14,0.01
Lilangi,7894,C017,49,5,69,63,0.87
Bongilima,5638,C021,49,0,108,0,1.92
Bafumba,18645,C024,49,49,557,263,2.99
Bokala,11529,C023,49,8,228,69,1.98
Lisafa,20432,C020,49,23,82,113,0.4
Isampoka (Elikia),19369,C025,49,8,250,41,1.29
Boboto,13817,C022,49,12,175,87,1.27
Ikau,8116,C003,49,1,59,12,0.73
Bolombo mengi,8535,C015,49,0,102,0,1.2
Waka,12380,C011,49,52,104,420,0.84
Nsongo Ilinga,10656,C019,49,9,76,84,0.71
Bokeka,12390,C012,49,7,34,56,0.27
Bokakata,10480,C026,49,29,71,277,0.68
Ekoto,6353,C002,49,12,77,189,1.21
Bokolongo,6866,C006,49,2,16,29,0.23
Bokele,7685,C010,49,0,12,0,0.16
Balangala,14589,C005,49,19,27,130,0.19
Ndeke,8332,C016,49,32,93,384,1.12
Ilodge(Ifomi),10468,C004,49,23,64,220,0.61
Nsongo nkoy,8266,C018,49,38,90,460,1.09
Boyela,12246,C014,49,0,57,0,0.47
Lofoma (pilote),6346,C008,49,0,26,0,0.41
Loanga,6137,C001,49,7,47,114,0.77
Bolimi toenga,7777,C013,49,0,2,0,0.03
Lifumba,10923,C009,49,5,7,46,0.06
Monzonzo,7350,C007,49,4,5,54,0.07
Lilangi,7894,C017,50,2,66,25,0.84
Bongilima,5638,C021,50,0,108,0,1.92
Bafumba,18645,C024,50,74,582,397,3.12
Bokala,11529,C023,50,22,242,191,2.1
Lisafa,20432,C020,50,12,71,59,0.35
Isampoka (Elikia),19369,C025,50,4,246,21,1.27
Boboto,13817,C022,50,6,169,43,1.22
Ikau,8116,C003,50,4,62,49,0.76
Bolombo mengi,8535,C015,50,6,108,70,1.27
Waka,12380,C011,50,64,116,517,0.94
Nsongo Ilinga,10656,C019,50,2,69,19,0.65
Bokeka,12390,C012,50,0,27,0,0.22
Bokakata,10480,C026,50,43,85,410,0.81
Ekoto,6353,C002,50,8,73,126,1.15
Bokolongo,6866,C006,50,0,14,0,0.2
Bokele,7685,C010,50,8,20,104,0.26
Balangala,14589,C005,50,0,8,0,0.05
Ndeke,8332,C016,50,8,69,96,0.83
Ilodge(Ifomi),10468,C004,50,80,121,764,1.16
Nsongo nkoy,8266,C018,50,26,78,315,0.94
Boyela,12246,C014,50,0,57,0,0.47
Lofoma (pilote),6346,C008,50,59,85,930,1.34
Loanga,6137,C001,50,2,42,33,0.68
Bolimi toenga,7777,C013,50,2,4,26,0.05
Lifumba,10923,C009,50,44,46,403,0.42
Monzonzo,7350,C007,50,8,9,109,0.12
Lilangi,7894,C017,51,0,66,0,0.84
Bongilima,5638,C021,51,0,108,0,1.92
Bafumba,18645,C024,51,42,624,225,3.35
Bokala,11529,C023,51,29,271,252,2.35
Lisafa,20432,C020,51,0,71,0,0.35
Isampoka (Elikia),19369,C025,51,1,247,5,1.28
Boboto,13817,C022,51,2,171,14,1.24
Ikau,8116,C003,51,0,62,0,0.76
Bolombo mengi,8535,C015,51,2,110,23,1.29
Waka,12380,C011,51,50,166,404,1.34
Nsongo Ilinga,10656,C019,51,0,69,0,0.65
Bokeka,12390,C012,51,11,38,89,0.31
Bokakata,10480,C026,51,35,120,334,1.15
Ekoto,6353,C002,51,0,73,0,1.15
Bokolongo,6866,C006,51,43,57,626,0.83
Bokele,7685,C010,51,28,48,364,0.62
Balangala,14589,C005,51,0,8,0,0.05
Ndeke,8332,C016,51,26,95,312,1.14
Ilodge(Ifomi),10468,C004,51,97,218,927,2.08
Nsongo nkoy,8266,C018,51,0,78,0,0.94
Boyela,12246,C014,51,7,64,57,0.52
Lofoma (pilote),6346,C008,51,0,85,0,1.34
Loanga,6137,C001,51,4,46,65,0.75
Bolimi toenga,7777,C013,51,4,8,51,0.1
Lifumba,10923,C009,51,16,62,146,0.57
Monzonzo,7350,C007,51,15,24,204,0.33
